Age,Gender,Marital Status,Occupation,Vehicle Age,Vehicle,Property Value,Zip Code,Claim History,Coverage Type,Premium
61,Male,Married,Engineer,15,Ford F-150,288691,CV1 2WT,Yes,Comprehensive,8359
62,Male,Married,Small Business Owner,14,Toyota Corolla,555155,OL4 1ES,Yes,Collision,1513
51,Female,Single,Nurse,1,Ford F-150,168226,BD1 3EB,Yes,Collision,9633
20,Male,Widowed,Sales Associate,16,Honda Accord,175322,MK9 1AN,No,Comprehensive,9192
54,Female,Divorced,Driver,10,Hyundai Elantra,244835,MK9 1AN,Yes,Collision,7501
60,Female,Married,Sales Associate,19,Toyota Camry,405027,OL4 1ES,No,Liability-only,1902
57,Female,Married,Teacher,3,Tesla Model S,223079,CW1 2BB,No,Comprehensive,6719
43,Female,Divorced,Retired,5,BMW X5,173946,BD1 3EB,Yes,Collision,9148
40,Female,Widowed,Driver,9,Ford F-150,157253,PE1 1HA,No,Comprehensive,3321
61,Male,Married,Lawyer,18,Buick Encore,229311,PE1 1HA,Yes,Comprehensive,1855
56,Male,Married,Engineer,11,Toyota Corolla,460509,TQ2 5HB,No,Collision,2017
32,Male,Married,IT Professional,16,Ford F-150,299485,M1 1AA,No,Liability-only,6279
21,Female,Widowed,Lawyer,2,BMW X5,376833,OL4 1ES,No,Comprehensive,8712
46,Male,Widowed,Teacher,12,Toyota Corolla,349304,SE1 8DP,Yes,Liability-only,5680
39,Male,Divorced,Retired,6,Tesla Model S,683119,CV1 2WT,No,Collision,8072
42,Male,Widowed,Small Business Owner,11,Hyundai Elantra,627799,CW1 2BB,No,Comprehensive,7624
30,Male,Widowed,Nurse,8,Buick Encore,464041,BD1 3EB,No,Collision,1195
35,Male,Single,Sales Associate,12,Ford F-150,155004,CV1 2WT,Yes,Collision,5694
50,Female,Divorced,Teacher,2,Audi Q5,458068,OL4 1ES,Yes,Collision,5651
33,Male,Married,IT Professional,9,Toyota Camry,564725,SE1 8DP,No,Collision,7991
62,Female,Widowed,Nurse,15,Ford F-150,187170,OL4 1ES,No,Comprehensive,3697
59,Female,Married,Small Business Owner,2,Ford F-150,557878,DN1 1QR,No,Liability-only,2057
61,Female,Married,IT Professional,1,BMW X5,268115,BS2 8JD,No,Liability-only,6207
19,Female,Single,Engineer,10,BMW X5,328475,MK9 1AN,Yes,Comprehensive,3792
52,Female,Widowed,Sales Associate,2,Toyota Camry,448509,BS2 8JD,Yes,Comprehensive,1420
59,Male,Divorced,Lawyer,12,Ford F-150,474332,CW1 2BB,Yes,Liability-only,3814
51,Male,Widowed,Driver,8,Nissan Altima,510777,BD1 3EB,No,Liability-only,3840
47,Male,Married,Teacher,5,Tesla Model S,213471,BD1 3EB,Yes,Comprehensive,2031
30,Female,Divorced,Driver,1,BMW X5,560372,AL1 3NJ,No,Collision,8639
30,Male,Widowed,Nurse,15,BMW X5,544861,CW1 2BB,No,Comprehensive,2491
35,Male,Married,Driver,6,Nissan Altima,471220,CW1 2BB,No,Liability-only,5975
49,Female,Married,Lawyer,12,Toyota Corolla,637801,SE1 8DP,Yes,Collision,5947
49,Female,Single,Student,8,Ford F-150,200151,BS2 8JD,No,Liability-only,1509
52,Female,Single,Nurse,13,Toyota Camry,512009,BD1 3EB,Yes,Collision,2859
56,Female,Single,Sales Associate,19,BMW X5,222847,SW1A 1AA,No,Liability-only,6061
63,Male,Married,IT Professional,1,Toyota Camry,361811,OL4 1ES,Yes,Collision,2858
46,Female,Widowed,Sales Associate,11,Toyota Camry,643570,CW1 2BB,No,Comprehensive,6607
46,Female,Single,Driver,1,Tesla Model S,573359,M1 1AA,Yes,Comprehensive,3065
61,Male,Widowed,Retired,8,Audi Q5,499924,DN1 1QR,No,Collision,3966
33,Male,Single,Nurse,5,BMW X5,570114,E1 6AN,Yes,Collision,7773
61,Female,Divorced,IT Professional,17,Buick Encore,667649,BD1 3EB,No,Comprehensive,8892
64,Male,Divorced,Small Business Owner,8,Toyota Corolla,249919,PE1 1HA,No,Comprehensive,5442
27,Female,Single,Engineer,10,Toyota Camry,524998,BD1 3EB,No,Collision,4204
47,Female,Married,Sales Associate,2,BMW X5,366746,TQ2 5HB,Yes,Collision,1575
42,Male,Single,Sales Associate,9,Toyota Corolla,344020,M1 1AA,No,Comprehensive,1198
56,Male,Single,Nurse,3,Buick Encore,193262,BD1 3EB,No,Liability-only,8423
37,Female,Married,Retired,18,BMW X5,548722,M1 1AA,No,Comprehensive,2365
22,Female,Divorced,Driver,7,Ford F-150,694893,E1 6AN,Yes,Collision,8834
18,Female,Widowed,Driver,15,Toyota Camry,440375,AL1 3NJ,No,Collision,2998
47,Male,Single,Nurse,18,Buick Encore,227123,SE1 8DP,No,Liability-only,6350
20,Female,Married,Sales Associate,3,Ford F-150,499355,TQ2 5HB,Yes,Comprehensive,7444
62,Female,Single,IT Professional,14,Toyota Camry,581838,MK9 1AN,No,Collision,2016
31,Female,Married,Engineer,2,Honda Accord,308964,SW1A 1AA,Yes,Comprehensive,4618
47,Female,Widowed,Nurse,14,Hyundai Elantra,318767,DN1 1QR,No,Collision,1025
21,Female,Widowed,IT Professional,11,Nissan Altima,547694,E1 6AN,Yes,Liability-only,4724
35,Male,Divorced,IT Professional,16,Toyota Camry,627032,MK9 1AN,Yes,Comprehensive,4458
54,Female,Married,Small Business Owner,8,Buick Encore,613179,TQ2 5HB,Yes,Comprehensive,7593
42,Female,Married,Lawyer,7,Buick Encore,306547,CV1 2WT,No,Liability-only,9662
18,Female,Divorced,Student,11,Hyundai Elantra,302185,AL1 3NJ,No,Collision,8280
63,Female,Divorced,Engineer,3,BMW X5,205746,MK9 1AN,Yes,Collision,9069
32,Male,Married,Teacher,17,Nissan Altima,318393,SE1 8DP,No,Comprehensive,5746
26,Male,Divorced,Retired,14,Toyota Corolla,433453,BS2 8JD,No,Liability-only,8589
32,Male,Widowed,Student,6,Toyota Camry,440320,M1 1AA,Yes,Comprehensive,7978
41,Female,Single,Small Business Owner,8,BMW X5,496872,CW1 2BB,Yes,Comprehensive,4041
21,Female,Widowed,Engineer,5,Ford F-150,370084,CV1 2WT,Yes,Collision,8765
29,Male,Divorced,Driver,8,Toyota Corolla,505446,E1 6AN,Yes,Collision,6404
54,Male,Married,Student,2,Nissan Altima,693118,BD1 3EB,No,Collision,1571
54,Male,Married,Driver,15,BMW X5,366897,E1 6AN,No,Collision,9796
60,Female,Widowed,Retired,12,Audi Q5,243878,DN1 1QR,No,Collision,5980
23,Female,Married,Driver,17,Toyota Corolla,275407,SE1 8DP,No,Liability-only,9573
56,Male,Divorced,Retired,1,Tesla Model S,407716,CV1 2WT,No,Comprehensive,2236
63,Male,Widowed,Engineer,15,Tesla Model S,166738,OL4 1ES,No,Liability-only,3380
41,Male,Married,Sales Associate,14,Toyota Camry,283703,MK9 1AN,Yes,Comprehensive,8177
28,Female,Single,Retired,16,Toyota Camry,693344,SE1 8DP,No,Collision,2517
30,Female,Single,IT Professional,9,Toyota Camry,660241,AL1 3NJ,No,Liability-only,2533
51,Female,Divorced,Teacher,1,Nissan Altima,533800,DN1 1QR,No,Comprehensive,6887
42,Male,Married,Teacher,17,Audi Q5,176014,MK9 1AN,Yes,Collision,8859
24,Male,Divorced,Nurse,13,BMW X5,331350,TQ2 5HB,Yes,Collision,4489
21,Female,Widowed,Teacher,5,Ford F-150,634859,TQ2 5HB,No,Liability-only,5642
25,Male,Single,Nurse,10,Honda Accord,640339,E1 6AN,Yes,Liability-only,3150
37,Female,Widowed,Teacher,6,Buick Encore,192192,E1 6AN,Yes,Liability-only,6319
46,Male,Married,Retired,19,Ford F-150,511273,CV1 2WT,No,Collision,4766
62,Male,Divorced,IT Professional,13,BMW X5,193923,M1 1AA,No,Comprehensive,5960
63,Male,Divorced,Sales Associate,1,Audi Q5,676683,TQ2 5HB,No,Comprehensive,7061
27,Male,Divorced,Driver,15,Nissan Altima,514593,CV1 2WT,Yes,Liability-only,6857
60,Female,Widowed,Small Business Owner,14,Toyota Corolla,533891,CW1 2BB,Yes,Comprehensive,5487
51,Male,Single,Teacher,8,Ford F-150,558995,TQ2 5HB,No,Collision,8750
43,Female,Widowed,Sales Associate,10,Toyota Corolla,550327,E1 6AN,Yes,Comprehensive,2077
58,Female,Widowed,Sales Associate,9,Honda Accord,405315,M1 1AA,Yes,Collision,2300
20,Female,Married,Retired,17,BMW X5,439068,TQ2 5HB,Yes,Liability-only,7649
23,Male,Married,Engineer,9,Audi Q5,595919,M1 1AA,No,Comprehensive,8181
22,Female,Married,Engineer,3,BMW X5,444721,CV1 2WT,No,Collision,9138
22,Female,Single,Teacher,11,Buick Encore,288783,BS2 8JD,No,Liability-only,3529
64,Female,Single,Small Business Owner,12,Nissan Altima,407288,SE1 8DP,No,Liability-only,4260
40,Male,Married,Teacher,10,Buick Encore,643085,AL1 3NJ,No,Liability-only,1363
26,Male,Married,Teacher,17,BMW X5,645187,BS2 8JD,Yes,Liability-only,1845
52,Female,Single,Nurse,17,Buick Encore,385835,E1 6AN,Yes,Comprehensive,4032
37,Male,Divorced,IT Professional,11,Hyundai Elantra,501992,MK9 1AN,Yes,Collision,2327
59,Female,Single,IT Professional,4,BMW X5,356084,E1 6AN,Yes,Comprehensive,9583
52,Female,Single,Small Business Owner,7,Audi Q5,537554,SW1A 1AA,Yes,Collision,4255
35,Male,Single,Nurse,14,Ford F-150,620336,E1 6AN,Yes,Liability-only,6136
34,Female,Married,Sales Associate,7,Audi Q5,358072,DN1 1QR,No,Comprehensive,8108
41,Male,Divorced,Nurse,8,Hyundai Elantra,398029,PE1 1HA,No,Liability-only,4237
20,Male,Single,Teacher,1,Ford F-150,359047,BD1 3EB,Yes,Collision,6668
49,Female,Married,Engineer,4,Hyundai Elantra,515169,OL4 1ES,No,Liability-only,7312
52,Male,Widowed,Student,12,Ford F-150,280509,SW1A 1AA,Yes,Comprehensive,9956
55,Male,Widowed,Small Business Owner,3,Audi Q5,445107,PE1 1HA,Yes,Comprehensive,6465
30,Female,Single,Sales Associate,13,BMW X5,677561,OL4 1ES,No,Collision,1498
64,Female,Widowed,Retired,6,Toyota Camry,689618,M1 1AA,No,Collision,7062
42,Male,Divorced,Student,11,Tesla Model S,302566,E1 6AN,Yes,Comprehensive,3944
26,Male,Widowed,Student,4,Tesla Model S,153212,CW1 2BB,No,Comprehensive,8952
21,Female,Widowed,Nurse,16,Hyundai Elantra,382131,DN1 1QR,Yes,Comprehensive,6856
31,Male,Divorced,Driver,7,Tesla Model S,626657,AL1 3NJ,Yes,Comprehensive,8838
54,Male,Single,Student,11,Audi Q5,282152,DN1 1QR,Yes,Collision,7077
51,Male,Single,Teacher,1,Toyota Corolla,444819,MK9 1AN,Yes,Comprehensive,1135
28,Male,Divorced,Lawyer,7,Hyundai Elantra,172007,CV1 2WT,Yes,Collision,5033
58,Male,Divorced,Engineer,12,Ford F-150,494785,DN1 1QR,No,Comprehensive,7700
20,Male,Divorced,Engineer,7,Nissan Altima,475737,AL1 3NJ,Yes,Comprehensive,5113
45,Male,Widowed,Lawyer,7,Buick Encore,662164,MK9 1AN,No,Liability-only,7546
46,Female,Divorced,IT Professional,10,Audi Q5,228038,CW1 2BB,Yes,Liability-only,9396
26,Female,Married,Teacher,16,Ford F-150,506043,CV1 2WT,No,Comprehensive,5594
20,Female,Widowed,Retired,8,Toyota Corolla,166473,M1 1AA,Yes,Collision,1561
42,Female,Single,Student,9,Nissan Altima,275801,CW1 2BB,No,Comprehensive,6400
51,Female,Single,IT Professional,9,Tesla Model S,658252,DN1 1QR,Yes,Liability-only,8333
29,Male,Single,Teacher,2,Toyota Corolla,375097,E1 6AN,Yes,Comprehensive,4314
59,Male,Widowed,Nurse,13,Hyundai Elantra,448964,CW1 2BB,No,Liability-only,4960
26,Male,Married,Engineer,13,Honda Accord,365933,DN1 1QR,No,Comprehensive,3211
32,Male,Divorced,IT Professional,4,Honda Accord,469733,E1 6AN,No,Comprehensive,3371
57,Female,Divorced,Small Business Owner,12,Tesla Model S,430558,CW1 2BB,No,Collision,7974
42,Male,Single,Student,17,Honda Accord,539522,SW1A 1AA,No,Liability-only,3681
22,Male,Single,Student,2,Honda Accord,174220,TQ2 5HB,No,Liability-only,3806
28,Female,Widowed,Retired,13,Ford F-150,522146,CW1 2BB,Yes,Liability-only,3255
51,Male,Married,Driver,18,Ford F-150,657409,BS2 8JD,Yes,Collision,7382
41,Male,Divorced,Small Business Owner,15,Buick Encore,159387,AL1 3NJ,Yes,Comprehensive,5899
32,Female,Widowed,Student,8,BMW X5,395752,OL4 1ES,No,Collision,4159
55,Male,Divorced,Sales Associate,15,Tesla Model S,400139,DN1 1QR,No,Comprehensive,6656
25,Male,Single,Small Business Owner,1,Honda Accord,650228,PE1 1HA,No,Collision,2452
22,Male,Divorced,Student,10,Buick Encore,396509,TQ2 5HB,Yes,Collision,3322
43,Male,Married,Lawyer,12,Tesla Model S,163580,BS2 8JD,No,Liability-only,8097
35,Male,Married,Small Business Owner,5,Honda Accord,692528,OL4 1ES,Yes,Collision,2768
23,Female,Single,Teacher,9,Audi Q5,495590,BS2 8JD,No,Comprehensive,7096
54,Female,Married,Small Business Owner,8,Toyota Camry,618968,BD1 3EB,No,Collision,6185
30,Female,Married,Retired,16,Audi Q5,633663,CV1 2WT,No,Collision,2169
45,Female,Widowed,Nurse,14,Nissan Altima,578082,SW1A 1AA,Yes,Comprehensive,5710
22,Female,Divorced,Nurse,13,Tesla Model S,363165,E1 6AN,No,Liability-only,7590
30,Female,Single,Nurse,13,BMW X5,555427,PE1 1HA,Yes,Comprehensive,1386
34,Male,Single,Teacher,5,Nissan Altima,602201,TQ2 5HB,No,Comprehensive,3430
57,Female,Single,IT Professional,16,Buick Encore,314340,BS2 8JD,No,Comprehensive,2405
62,Female,Single,Nurse,11,Buick Encore,454960,BS2 8JD,No,Collision,1123
49,Male,Single,Engineer,5,Honda Accord,239460,M1 1AA,No,Collision,4997
46,Male,Married,Teacher,13,Nissan Altima,456256,CW1 2BB,Yes,Comprehensive,6909
20,Female,Widowed,IT Professional,11,Honda Accord,201048,BD1 3EB,No,Comprehensive,4896
57,Male,Single,Engineer,19,Tesla Model S,282850,PE1 1HA,Yes,Liability-only,9066
51,Female,Widowed,Engineer,3,Buick Encore,628193,PE1 1HA,No,Collision,1727
57,Male,Widowed,Engineer,15,Toyota Camry,456932,CV1 2WT,No,Collision,8039
44,Female,Married,Sales Associate,7,Buick Encore,416891,PE1 1HA,No,Collision,8715
30,Male,Single,Retired,7,Ford F-150,674333,SE1 8DP,Yes,Collision,4670
62,Male,Married,Retired,6,Toyota Corolla,682046,PE1 1HA,No,Comprehensive,2141
50,Female,Single,Teacher,3,BMW X5,290926,BS2 8JD,Yes,Comprehensive,5031
23,Female,Married,Engineer,13,Nissan Altima,333148,SE1 8DP,Yes,Liability-only,9550
41,Female,Widowed,Lawyer,7,Honda Accord,315368,DN1 1QR,No,Collision,4742
36,Female,Single,Small Business Owner,5,Toyota Corolla,644496,OL4 1ES,Yes,Collision,3844
33,Female,Divorced,IT Professional,18,Toyota Corolla,169455,TQ2 5HB,No,Comprehensive,3211
57,Male,Widowed,Retired,8,Audi Q5,615139,TQ2 5HB,Yes,Liability-only,1972
45,Female,Divorced,Nurse,17,Hyundai Elantra,381897,CW1 2BB,Yes,Comprehensive,1360
50,Female,Widowed,Teacher,1,Audi Q5,582509,SE1 8DP,Yes,Collision,3632
58,Male,Married,IT Professional,14,Audi Q5,642646,OL4 1ES,Yes,Collision,4190
30,Male,Single,Teacher,17,BMW X5,532605,BD1 3EB,No,Liability-only,5948
60,Female,Widowed,Lawyer,10,Ford F-150,493782,AL1 3NJ,Yes,Comprehensive,2624
62,Male,Married,Sales Associate,12,Buick Encore,318332,DN1 1QR,No,Collision,2756
42,Male,Single,Sales Associate,16,Audi Q5,250647,E1 6AN,Yes,Collision,8818
59,Female,Single,Engineer,14,Tesla Model S,278824,BS2 8JD,No,Liability-only,6119
53,Male,Widowed,Sales Associate,16,Buick Encore,417724,SE1 8DP,No,Collision,7026
44,Male,Single,Teacher,8,Ford F-150,417544,AL1 3NJ,Yes,Collision,9432
55,Female,Widowed,Nurse,10,Honda Accord,277319,CW1 2BB,Yes,Comprehensive,7975
24,Female,Single,Engineer,17,Hyundai Elantra,662193,M1 1AA,No,Liability-only,1975
22,Male,Divorced,Student,18,Buick Encore,629389,SW1A 1AA,Yes,Liability-only,5318
60,Male,Married,IT Professional,16,Nissan Altima,256960,DN1 1QR,Yes,Liability-only,6923
62,Female,Divorced,Lawyer,17,BMW X5,189015,BD1 3EB,Yes,Comprehensive,3313
48,Male,Widowed,Engineer,16,Toyota Corolla,483857,E1 6AN,Yes,Liability-only,1787
40,Male,Divorced,Teacher,19,Honda Accord,295109,CW1 2BB,Yes,Collision,3428
59,Male,Widowed,IT Professional,8,Ford F-150,627508,SW1A 1AA,Yes,Liability-only,9747
27,Female,Single,Nurse,6,Audi Q5,238754,MK9 1AN,Yes,Collision,7664
49,Male,Single,Driver,6,Tesla Model S,371775,BD1 3EB,Yes,Liability-only,8483
60,Male,Widowed,Lawyer,9,Tesla Model S,455292,MK9 1AN,Yes,Liability-only,2363
47,Female,Divorced,Teacher,4,Hyundai Elantra,206879,M1 1AA,No,Comprehensive,4959
56,Male,Single,Lawyer,12,Ford F-150,269894,OL4 1ES,Yes,Liability-only,9781
48,Male,Married,Retired,12,Honda Accord,179756,M1 1AA,Yes,Liability-only,2749
35,Female,Single,Driver,17,Nissan Altima,330557,SE1 8DP,Yes,Comprehensive,7671
53,Female,Married,IT Professional,15,Toyota Corolla,379303,TQ2 5HB,Yes,Collision,1540
19,Female,Divorced,Sales Associate,9,Audi Q5,554241,DN1 1QR,Yes,Liability-only,8634
31,Female,Married,Teacher,7,BMW X5,641599,E1 6AN,No,Liability-only,9482
30,Male,Married,Lawyer,10,Toyota Camry,645283,PE1 1HA,No,Collision,4935
46,Male,Married,IT Professional,16,Toyota Camry,298188,CV1 2WT,Yes,Comprehensive,4958
29,Female,Married,Sales Associate,12,Audi Q5,274697,BS2 8JD,No,Liability-only,4859
56,Female,Single,Nurse,7,Honda Accord,630795,BS2 8JD,Yes,Comprehensive,9050
19,Male,Married,Nurse,18,Audi Q5,545340,TQ2 5HB,Yes,Collision,6331
49,Female,Single,Lawyer,15,Ford F-150,386028,OL4 1ES,No,Collision,9199
30,Male,Married,Engineer,6,Toyota Camry,157176,CW1 2BB,No,Comprehensive,2657
63,Female,Widowed,Retired,12,Hyundai Elantra,608034,E1 6AN,No,Collision,7185
44,Male,Divorced,Engineer,11,Ford F-150,663611,PE1 1HA,No,Collision,5428
58,Female,Married,Retired,3,Toyota Camry,299748,OL4 1ES,No,Liability-only,8237
34,Female,Widowed,Teacher,2,Nissan Altima,195177,CV1 2WT,Yes,Comprehensive,2039
57,Male,Married,Student,6,Toyota Corolla,633512,SE1 8DP,Yes,Liability-only,3116
48,Female,Married,Lawyer,5,Tesla Model S,260623,SE1 8DP,Yes,Comprehensive,9876
51,Male,Married,Small Business Owner,18,Ford F-150,675285,DN1 1QR,No,Liability-only,5018
41,Male,Widowed,Lawyer,16,Tesla Model S,602546,PE1 1HA,Yes,Collision,8546
62,Male,Divorced,Driver,8,Tesla Model S,646184,TQ2 5HB,No,Comprehensive,2824
52,Male,Widowed,Sales Associate,11,Toyota Camry,397439,PE1 1HA,Yes,Comprehensive,4534
23,Male,Divorced,Driver,10,Ford F-150,245287,PE1 1HA,No,Comprehensive,7670
36,Female,Married,Nurse,12,Toyota Corolla,269574,M1 1AA,No,Comprehensive,9254
47,Female,Single,Retired,6,Nissan Altima,271509,MK9 1AN,Yes,Collision,9452
24,Male,Married,Sales Associate,5,Buick Encore,497591,SW1A 1AA,Yes,Collision,4571
27,Female,Divorced,Nurse,9,Hyundai Elantra,599181,BS2 8JD,Yes,Collision,4192
58,Male,Widowed,Sales Associate,16,Tesla Model S,493288,MK9 1AN,Yes,Liability-only,5953
49,Female,Married,Engineer,14,Toyota Corolla,342589,AL1 3NJ,No,Collision,5275
51,Female,Widowed,Nurse,8,BMW X5,506459,TQ2 5HB,Yes,Liability-only,1354
45,Female,Widowed,Engineer,19,BMW X5,638720,E1 6AN,No,Liability-only,6029
32,Female,Widowed,Engineer,14,Buick Encore,154090,AL1 3NJ,Yes,Collision,3774
47,Male,Married,Sales Associate,7,Buick Encore,568161,M1 1AA,Yes,Collision,1588
54,Male,Widowed,IT Professional,5,Buick Encore,153743,CW1 2BB,Yes,Collision,1604
46,Female,Widowed,Driver,18,Hyundai Elantra,180924,SE1 8DP,Yes,Liability-only,9365
39,Female,Married,Nurse,2,Hyundai Elantra,291268,BS2 8JD,Yes,Comprehensive,1353
21,Male,Widowed,Small Business Owner,11,Nissan Altima,481004,PE1 1HA,No,Collision,6434
37,Female,Married,IT Professional,8,Tesla Model S,379602,CV1 2WT,Yes,Liability-only,1433
49,Male,Divorced,Driver,1,Honda Accord,492543,CV1 2WT,No,Liability-only,9450
53,Male,Divorced,Nurse,12,BMW X5,658928,CV1 2WT,Yes,Collision,1867
21,Male,Divorced,Retired,2,Toyota Camry,253976,E1 6AN,No,Liability-only,9787
44,Female,Widowed,Driver,18,Toyota Camry,305183,TQ2 5HB,Yes,Collision,6764
34,Male,Single,Small Business Owner,7,Buick Encore,407443,PE1 1HA,Yes,Liability-only,1393
29,Female,Single,Lawyer,17,Audi Q5,211600,BS2 8JD,Yes,Comprehensive,4754
39,Male,Widowed,Teacher,14,BMW X5,273323,SE1 8DP,No,Liability-only,5370
34,Female,Single,Engineer,7,Honda Accord,336110,AL1 3NJ,No,Collision,5521
27,Female,Married,Teacher,3,Honda Accord,420041,PE1 1HA,Yes,Comprehensive,8699
18,Female,Single,IT Professional,6,Toyota Camry,256968,PE1 1HA,Yes,Collision,5578
39,Male,Widowed,Lawyer,2,Audi Q5,689180,TQ2 5HB,Yes,Liability-only,9405
43,Male,Widowed,Engineer,17,Honda Accord,174815,DN1 1QR,No,Comprehensive,3126
35,Female,Married,Nurse,12,BMW X5,576573,M1 1AA,Yes,Comprehensive,9330
31,Female,Divorced,IT Professional,12,Tesla Model S,618304,CW1 2BB,No,Liability-only,5193
64,Female,Widowed,Small Business Owner,17,Toyota Corolla,614151,CV1 2WT,Yes,Comprehensive,4960
46,Male,Married,Sales Associate,10,Audi Q5,340732,OL4 1ES,No,Comprehensive,1663
29,Male,Single,Nurse,3,Honda Accord,346599,DN1 1QR,No,Comprehensive,3832
53,Male,Single,Driver,18,Audi Q5,344451,BS2 8JD,No,Collision,5574
52,Male,Married,Sales Associate,13,Audi Q5,506686,M1 1AA,Yes,Collision,7371
29,Female,Married,IT Professional,12,Tesla Model S,478756,CW1 2BB,No,Comprehensive,8624
24,Female,Widowed,Driver,17,BMW X5,288307,SW1A 1AA,Yes,Liability-only,7292
46,Male,Single,Small Business Owner,4,Toyota Camry,238757,CW1 2BB,No,Liability-only,6177
28,Male,Married,Teacher,10,Tesla Model S,559633,BD1 3EB,Yes,Collision,9353
50,Female,Single,Driver,11,Honda Accord,446753,CV1 2WT,No,Liability-only,8006
23,Male,Married,Teacher,6,Buick Encore,404200,BD1 3EB,No,Comprehensive,4178
64,Male,Single,Engineer,6,Tesla Model S,697933,M1 1AA,Yes,Liability-only,6546
32,Male,Divorced,Retired,9,Buick Encore,606089,DN1 1QR,Yes,Collision,5490
49,Male,Widowed,Student,15,Ford F-150,474377,MK9 1AN,No,Collision,5896
28,Male,Single,Nurse,2,Toyota Camry,523587,CW1 2BB,No,Comprehensive,1185
40,Male,Divorced,Student,4,BMW X5,304473,TQ2 5HB,Yes,Collision,5653
43,Female,Single,Engineer,5,Toyota Corolla,617667,OL4 1ES,No,Collision,2980
51,Male,Single,Driver,17,Audi Q5,622650,BS2 8JD,No,Collision,5541
63,Male,Divorced,Engineer,8,Buick Encore,610665,BD1 3EB,Yes,Liability-only,8808
51,Female,Single,Student,8,Toyota Corolla,514745,TQ2 5HB,Yes,Collision,1829
46,Female,Single,Student,12,Toyota Corolla,635820,CW1 2BB,Yes,Liability-only,4519
21,Female,Widowed,Nurse,8,Buick Encore,545158,BS2 8JD,No,Collision,9008
34,Male,Divorced,Sales Associate,19,Toyota Corolla,346945,SW1A 1AA,No,Collision,6909
52,Female,Divorced,Lawyer,3,Audi Q5,422201,CV1 2WT,No,Liability-only,2225
30,Male,Married,Engineer,18,Nissan Altima,542613,AL1 3NJ,Yes,Liability-only,6774
58,Male,Single,Retired,19,Ford F-150,694283,MK9 1AN,No,Comprehensive,3844
56,Male,Widowed,Lawyer,19,Buick Encore,264587,DN1 1QR,Yes,Comprehensive,8347
32,Female,Single,Engineer,15,Audi Q5,383076,BS2 8JD,Yes,Liability-only,3733
46,Female,Single,Small Business Owner,6,Toyota Camry,620897,CW1 2BB,No,Collision,5420
46,Female,Married,IT Professional,16,Buick Encore,188886,DN1 1QR,Yes,Comprehensive,4996
28,Female,Single,IT Professional,8,Audi Q5,501169,M1 1AA,No,Liability-only,2688
49,Female,Widowed,Student,16,Audi Q5,639788,BD1 3EB,Yes,Liability-only,3447
19,Male,Widowed,IT Professional,18,Tesla Model S,245149,BD1 3EB,Yes,Collision,1867
64,Male,Married,Teacher,16,Nissan Altima,676961,SE1 8DP,Yes,Liability-only,7952
31,Male,Single,Retired,11,Buick Encore,173466,CW1 2BB,No,Comprehensive,7084
37,Male,Widowed,IT Professional,7,BMW X5,387626,SE1 8DP,Yes,Collision,9431
39,Female,Single,Driver,17,Audi Q5,659966,MK9 1AN,No,Liability-only,6305
28,Female,Single,Teacher,17,Ford F-150,546904,SW1A 1AA,Yes,Liability-only,9239
44,Male,Single,Lawyer,12,Tesla Model S,687953,OL4 1ES,Yes,Collision,5049
20,Female,Married,Teacher,13,Audi Q5,694929,OL4 1ES,Yes,Collision,4457
34,Female,Single,Engineer,10,Buick Encore,575716,CW1 2BB,No,Collision,4228
61,Male,Widowed,Student,7,Honda Accord,458094,BD1 3EB,No,Comprehensive,2248
45,Male,Single,Nurse,14,Audi Q5,382275,CV1 2WT,No,Comprehensive,2167
46,Female,Widowed,Nurse,1,Hyundai Elantra,552854,TQ2 5HB,No,Liability-only,4490
38,Female,Single,Small Business Owner,17,Honda Accord,331136,E1 6AN,No,Liability-only,2897
64,Male,Widowed,Retired,4,Audi Q5,318082,OL4 1ES,Yes,Collision,3179
33,Male,Widowed,Engineer,5,Toyota Corolla,403301,MK9 1AN,Yes,Liability-only,6955
54,Male,Single,Nurse,7,Audi Q5,692383,BD1 3EB,No,Liability-only,3720
37,Female,Single,Student,10,Toyota Camry,273554,PE1 1HA,No,Collision,2943
23,Male,Widowed,Lawyer,17,Toyota Corolla,544655,PE1 1HA,No,Comprehensive,6912
36,Male,Divorced,Nurse,7,Buick Encore,628766,SE1 8DP,No,Comprehensive,8686
22,Female,Married,Driver,1,Ford F-150,372310,BS2 8JD,Yes,Comprehensive,4696
20,Female,Divorced,Teacher,7,Honda Accord,649344,DN1 1QR,No,Liability-only,3825
18,Female,Divorced,Nurse,11,BMW X5,593333,CV1 2WT,No,Collision,9414
55,Female,Single,Engineer,9,Tesla Model S,590187,SE1 8DP,No,Comprehensive,2746
32,Female,Married,IT Professional,12,Ford F-150,419072,TQ2 5HB,No,Liability-only,1529
51,Male,Divorced,IT Professional,3,Toyota Corolla,355719,PE1 1HA,Yes,Collision,7384
52,Male,Single,Lawyer,4,Tesla Model S,266196,MK9 1AN,Yes,Comprehensive,9325
42,Female,Divorced,IT Professional,4,Honda Accord,159404,CV1 2WT,No,Comprehensive,5486
41,Female,Divorced,Lawyer,13,BMW X5,576855,E1 6AN,Yes,Collision,1101
29,Female,Single,Engineer,19,Hyundai Elantra,603814,BS2 8JD,Yes,Liability-only,4723
